grid,velocity,T,density,X_C2H4,X_O2,X_CO2,X_CO,X_H2O,X_H2,X_N2
0.007130859375,4.3730471596651945,1962.164481752276,0.17501439256844145,0.01260776728149024,0.05236430558972325,0.06782645056939363,0.0337717312168328,0.10674172027207139,0.002365038720462702,0.724322986350026
0.007131835937499999,4.38859040429616,1969.1097840321902,0.1743945371399398,0.012305658930126874,0.05168794314067075,0.06822809510366733,0.03394915815262538,0.10712073901222871,0.0023781272722380553,0.7243302783884429
0.007132812499999999,4.403963953337813,1975.9820838910844,0.17378575314217318,0.012007303854237872,0.051018826573782906,0.06862715050793654,0.03412227415378988,0.10749568853974098,0.0023904715429715995,0.7243382848275403
0.0071337890625,4.419166608283842,1982.7808934635948,0.17318790175036053,0.011712757902735868,0.05035702351484484,0.06902358243376898,0.03429101698667714,0.10786655409357374,0.0024020607437972557,0.7243470043246022
0.007134765624999999,4.434197270632461,1989.5057638377207,0.17260084426823527,0.01142207364103,0.0497025969080549,0.06941735796138798,0.03445532880218744,0.10823332263477542,0.0024128850308298465,0.7243564350217344
0.0071357421874999995,4.4490549338994,1996.1562867126713,0.17202444201438669,0.011135300316063539,0.049055604983695794,0.06980844561954178,0.03461515617233725,0.10859598284917575,0.002422935512336837,0.724366574546849
0.00713671875,4.463738691453204,2002.7320925328218,0.17145855651247666,0.010852483852897988,0.0484161012922922,0.07019681536941057,0.03477045010266285,0.1089545251136861,0.0024322042529118866,0.7243774200161385
0.007137695312499999,4.478247728008859,2009.2328519862037,0.17090304938499476,0.010573666835940507,0.04778413469382727,0.0705824386179029,0.03492116604725402,0.10930894149185466,0.0024406842758625587,0.7243889680373581
0.007138671875,4.4925813273828705,2015.658274069874,0.17035778253892123,0.010298888516200061,0.047159749400938596,0.07096528820180993,0.03506726390339137,0.10965922569996661,0.0024483695629630734,0.7244012147147304
0.0071396484375,4.506738863505302,2022.0081074332466,0.16982261806635704,0.010028184807908144,0.046542984988425615,0.07134533839481447,0.035208708006217816,0.11000537309601618,0.0024552550523023234,0.7244141556543153
0.007140624999999999,4.520719808090414,2028.2821383851062,0.1692974184250259,0.00976158830592321,0.04593387644488841,0.07172256489186,0.03534546710654819,0.11034738064573608,0.0024613366338336507,0.7244277859712105
0.007141601562499999,4.534523721207343,2034.480192087485,0.16878204634522542,0.009499128296781888,0.045332454201091284,0.07209694481018229,0.035477514346579773,0.11068524690557849,0.002466611142983282,0.724442100296803
0.007142578124999999,4.548150258866045,2040.6021305150505,0.1682763650046256,0.009240830785603652,0.04473874418934975,0.07246845667386458,0.03560482722201024,0.11101897198882174,0.0024710763522660206,0.7244570927880842
0.0071435546874999995,4.561599163188621,2046.647853506202,0.16778023794101124,0.008986718520488766,0.044152767889208466,0.0728370804092231,0.03572738754036781,0.11134855754314556,0.002474730960999646,0.7244727571365667
0.007144531249999999,4.574870269911184,2052.617296685935,0.1672935292208974,0.008736811028168489,0.043574542393787545,0.07320279732953743,0.03584518136873131,0.11167400671695649,0.0024775745832972835,0.7244890865795215
0.007145507812499999,4.587963498200986,2058.510432381883,0.1668161033575397,0.008491124650563413,0.0430040804711314,0.0735655901251463,0.03595819897639953,0.11199532413216197,0.002479607734268263,0.7245060739103291
0.007146484375,4.600878858076131,2064.3272675217454,0.16634782547296553,0.008249672588350226,0.042441390636680995,0.07392544284833442,0.03606643476963213,0.11231251585086711,0.0024808318147301225,0.724523711491405
0.007147460937499999,4.613616439913856,2070.0678444226564,0.16588856122076068,0.008012464948427198,0.04188647722860124,0.07428234089852373,0.03616988722046384,0.11262558934392912,0.002481249094301081,0.7245419912657539
0.007148437499999999,4.626176421792036,2075.732238674338,0.1654381769411736,0.0077795087945051735,0.04133934048547894,0.0746362710072934,0.03626855878996663,0.11293455345815578,0.002480862693197185,0.724560904771403
0.0071494140625,4.63855905873491,2081.3205598107043,0.1649965395882137,0.007550808204184243,0.04079997663392028,0.07498722121906498,0.0363624558450745,0.11323941838123362,0.0024796765626369766,0.7245804431538853
0.007150390624999999,4.650764689979641,2086.832949189532,0.164563516877569,0.0073263643256504096,0.04026837797057757,0.07533518087626069,0.03645158857190991,0.11354019560956846,0.0024776954641030384,0.72460059718193
0.0071513671874999995,4.662793728006526,2092.269580555674,0.16413897721757226,0.00710617544304494,0.03974453296028202,0.07568014059586887,0.03653597088249463,0.11383689791013175,0.0024749249474842108,0.7246213572606934
0.00715234375,4.674646665735211,2097.6306579276825,0.16372278984973848,0.00689023703833004,0.03922842632150074,0.07602209225474599,0.036615620319700275,0.11412953928908136,0.002471371328187187,0.7246427134484543
0.007153320312499999,4.686324065384809,2102.9164160620417,0.1633148247832004,0.00667854186364823,0.03872003913331771,0.0763610289624628,0.03669055795569971,0.11441813495107014,0.00246704166343827,0.724664655470363
